session,category,id,question,options,answer,explanation
"2025年（令和7年）10月公表分","エックス線の管理に関する知識","問6","エックス線を利用した各種試験装置に関する記述で誤っているものはどれか。","（１）蛍光エックス線分析装置は透過像を観察する装置。（２）マイクロアナライザーは電子線で元素分析。（３）回折装置は結晶構造解析。（４）応力測定装置は面間隔変化を調べる。（５）散乱型厚さ計は後方散乱を利用。","（１）","正解は（１）。蛍光X線分析(XRF)は、X線照射により発生する「特性X線（二次X線）」を測定し、元素を特定する装置です。透過像の観察は「エックス線透視装置（CEになじみ深いアンギオ等）」の役割です。分析機器の修理も扱うFSEとしては原理の混同は避けたいところ。"
"2025年（令和7年）10月公表分","エックス線の管理に関する知識","問7","散乱線の空気カーマ率比較。A:鋼板vsAl(後方) B:鋼板120度vs135度(後方) C:鋼板30度vs60度(前方)","（１）鋼板／120°／60°|（２）鋼板／135°／30°|（３）鋼板／135°／60°|（４）アルミニウム板／120°／60°|（５）アルミニウム板／135°／30°","（５）","正解は（５）。[A]原子番号小（Al）の方が散乱大。[B]後方散乱は角度大（135度）が放射線エッジが強く出るため大。[C]前方散乱は角度小（30度）が直進に近いため大。FSEが防護エプロンなしで立ち会う際、散乱線の「強弱の方向」を知るための実務知識です。"
"2025年（令和7年）10月公表分","エックス線の管理に関する知識","問8","エックス線の遮蔽及び散乱線の低減に関する記述で誤っているものはどれか。","（１）遮蔽体は高原子番号・高密度が良。（２）コンクリートは鉛の約2倍の厚さで同効果。（３）照射筒は外部漏えい防止に用いる。（４）絞りは照射野を制限する。（５）ろ過板は軟エックス線を硬化させる。","（２）","正解は（２）。コンクリートは鉛に比べ密度が低いため、同等の遮蔽効果を得るには鉛の「約10倍」程度の厚さが必要です。2倍では全く足りません。病院のレントゲン室の壁がなぜあんなに厚いのか、CEなら実感としてわかるはずです。"
"2025年（令和7年）10月公表分","エックス線の管理に関する知識","問9","5mで64mSv/h。10mの位置で10mm鋼板遮蔽時に2mSv/h。これを0.5mSv/h以下にするための最小厚さは。","（１）14 mm|（２）17 mm|（３）20 mm|（４）23 mm|（５）27 mm","（２）","正解は（２）。10m（5mの2倍）では距離逆二乗で $64/4 = 16mSv/h$。これが10mm鋼板で2mSv/hになったので強度は1/8。よって10mm=3HVL、1HVLは約3.3mm。0.5mSv/hは現在の2mSv/hの1/4、つまり追加で2HVL必要。$10 + 3.3 \times 2 = 16.6mm$。よって17mm。"
"2025年（令和7年）10月公表分","エックス線の管理に関する知識","問10","4mで0.4mSv/h。120秒/枚,300枚/週,13週。1.3mSv/3月の境界Q点までの最短距離は。","（１）12 m|（２）17 m|（３）22 m|（４）26 m|（５）32 m","（４）","正解は（４）。3ヶ月の総線量 = $0.4 \times (120/3600) \times 300 \times 13 = 52mSv$。1.3mSvにするには $1.3/52 = 1/40$ 倍にする必要あり。距離逆二乗 $D^2 = 4^2 \times 40 = 640$。 $\sqrt{640} \approx 25.3m$。よって26m。FSEとして現場の管理区域ラインを決める際の鉄板計算です。"
"2025年（令和7年）10月公表分","関係法令","問11","管理区域に関する記述で、労働安全衛生法令上、正しいものはどれか。","（１）従事者以外立入禁止。（２）標識があれば区域明示不要。（３）算定は70um線量当量のみ。（４）測定結果を掲示義務。（５）装着注意事項や事故応急措置を掲示義務。","（５）","正解は（５）。電離則第15条により、注意事項や事故時の応急措置の掲示が義務付けられています。【補足】（１）禁止ではなく「立入りを制限・管理」です。（２）標識は区域ごとに必須。（３）実効線量の算定は1cm線量当量で行います（不均等時は他も使用）。（４）掲示義務があるのは「測定結果」ではなく「注意事項等」です。"
"2025年（令和7年）10月公表分","関係法令","問12","事故発生時の措置として正しい組合せは。A:区域を標識で明示 B:非従事者の立入禁止 C:署長へ報告 D:線量限度超え以外も医師診察","（１）A,B|（２）A,C|（３）B,C|（４）B,D|（５）C,D","（２）","正解は（２）。事故時は[A]標識明示と[C]遅滞なく労基署長への報告が必要です。【補足】（B）従事者であっても必要最小限の者以外は立入禁止です。（D）診察を受けさせるのは「被ばくしたおそれのある者（一定線量超）」であり、全員ではありません。FSEとして事故に遭遇した際のコンプライアンスの基本です。"
"2025年（令和7年）10月公表分","関係法令","問13","外部被ばく測定器の装着部位として誤っているものはどれか。","（１）男性(手指最大、次いで頭頸部)：胸部及び手指。（２）女性(手指最大、次いで腹大腿部)：腹部及び手指。（３）男性(手指最大、次いで胸上腕部)：胸部及び手指。（４）男性(胸上腕部最大、次いで手指)：胸部のみ。（５）女性(頭頸部最大、次いで手指)：腹部及び頭頸部。","（１）","正解は（１）。男性や妊娠可能性なし女性で不均等被ばくの場合、最も多くさらされる「手指」と、次に多い「頭頸部（頭・頸部）」の両方に装着し、さらに基本の「胸部」も必要です。1は基本の胸部がないか、不均等部位の判断が不適切です。CEとしてカテ室バッジの「2個使い」をイメージ。"
"2025年（令和7年）10月公表分","関係法令","問14","放射線業務従事者の被ばく限度として、労働安全衛生法令上、正しいものはどれか。","（１）男性実効線量：5年250mSv。（２）男性水晶体等価線量：5年100mSvかつ1年50mSv。（３）男性皮膚等価線量：1年300mSv。（４）女性(妊娠なし)実効線量：1か月5mSv。（５）妊娠中女性腹部等価線量：妊娠中5mSv。","（２）","正解は（２）。水晶体の限度は、改正により「5年で100mSvかつ1年で50mSv」となりました。【補足】（１）5年100mSv、1年50mSv。（３）500mSv。（４）3か月5mSv。（５）2mSv。CEとして定期健診結果を確認する際の必須知識です。"
"2025年（令和7年）10月公表分","関係法令","問15","外部放射線の防護措置のうち、電離則に違反しているものはどれか。","（１）室外20uSv/h以下の装置を室外設置。（２）常時立ち入る場所が1週間5mSv以下管理。（３）目的上妨げなのでしぼり未使用。（４）表示灯に手動式を使用。（５）定格2倍電流で回路開放。","（２）","正解は（２）。労働者が常時立ち入る場所の線量は、1週間につき「1mSv」以下にしなければなりません。5mSvではオーバーです。FSEとして遮蔽計算を行う際のターゲット数値は「1mSv/週」が鉄則です。"
"2025年（令和7年）10月公表分","関係法令","問16","エックス線装置構造規格に関する記述で、正しいものはどれか。","（１）100kV未満は適用外。（２）研究教育用で都度組立方式は適用外。（３）型式検定合格番号の表示義務。（４）医療用と工業用で遮蔽基準は等しい。（５）輸入品には適用されない。","（２）","正解は（２）。実験や教育用でその都度組み立てる特殊なものは構造規格の対象外です。【補足】（１）10kV以上から適用。（３）型式検定の対象ではないので番号表示義務はありません。（４）用途により基準は異なります。（５）輸入でも国内で使用する以上、適用されます。"
"2025年（令和7年）10月公表分","関係法令","問17","電離放射線健康診断の実施について、労働安全衛生法令に違反しているものはどれか。","（１）一時立ち入り者には未実施。（２）定期診断で医師判断により白血球検査を省略。（３）配置替え時に医師判断により血液検査を省略。（４）異常所見者に3ヶ月以内に医師意見聴取。（５）離職時に実施していない。","（３）","正解は（３）。「配置替え（新規従事）」の際は、血液検査や皮膚の検査は医師の判断で「省略できません」。省略できるのは「定期（継続）」診断の時だけです。CEの就職時健診をイメージしてください。"
"2025年（令和7年）10月公表分","関係法令","問18","所轄労基署長へ報告義務がある組合せ。A:作業主任者選任 B:25人事業場で定期電離健診 C:50人以上で雇入れ電離健診 D:50人以上で定期一般健診","（１）A,B|（２）A,C|（３）B,C|（４）B,D|（５）C,D","（４）","正解は（４）。[B]電離健診結果報告書は「人数に関わらず」全事業場に義務があります。[D]一般健診結果報告書は「50人以上」で義務があります。【補足】（A）選任報告は不要（掲示のみ）。（C）雇入れ時の健診報告義務はありません。"
"2025年（令和7年）10月公表分","関係法令","問19","管理区域の作業環境測定に関する記述で、労働安全衛生法令上、正しいものはどれか。","（１）固定使用時は6か月ごとに測定。（２）70um線量当量は測定不要。（３）結果を管理区域立ち入り者に掲示周知。（４）結果を労基署長へ提出義務。（５）記録を30年間保存。","（３）","正解は（３）。測定結果は掲示などで周知しなければなりません。【補足】（１）固定使用時でも「原則1ヶ月」ごと（例外的に6ヶ月もあり得るが選択肢としては1ヶ月が基本）。（４）提出義務はありません（保存義務のみ）。（５）5年間保存です。30年は電離則の他の項目（線量記録など）と混同注意。"
"2025年（令和7年）10月公表分","関係法令","問20","1,200人の製造業、エックス線撮影従事者20人。選任不要なものはどれか。","（１）総括安全衛生管理者。（２）専属の産業医。（３）4人以上の衛生管理者。（４）専任の衛生管理者。（５）衛生工学衛生管理者。","（５）","正解は（５）。衛生工学衛生管理者が必要なのは、有害業務のうち多量の熱、粉じん、化学物質等を扱う場合です。エックス線業務は「有害業務」ですが、衛生工学の選任要件には含まれません。第一種衛生管理者試験でもよく出るひっかけです。"
"2025年（令和7年）10月公表分","エックス線の測定に関する知識","問21","放射線に関連した量と単位の組合せで、誤っているものはどれか。","（１）吸収線量：Gy（２）線減弱係数：m^-1（３）カーマ：Gy（４）粒子フルエンス：J・m^-2（５）等価線量：J・kg^-1","（４）","正解は（４）。粒子フルエンスの単位は $m^{-2}$（単位面積あたりの数）です。$J \cdot m^{-2}$ はエネルギーフルエンスの単位です。【補足】（５）等価線量(Sv)は $J/kg$ と等価です。CE国試物理の単位変換問題と同レベルです。"
"2025年（令和7年）10月公表分","エックス線の測定に関する知識","問22","気体増幅が生じ、検出器として利用される領域の組合せはどれか。A:再結合領域 B:電離箱領域 C:比例計数管領域 D:GM計数管領域","（１）A,B|（２）A,C|（３）B,C|（４）B,D|（５）C,D","（５）","正解は（５）。気体増幅（電子なだれ）が起こるのは「比例計数管」と「GM計数管」の領域です。電離箱領域（B）は気体増幅率が「1」で、増幅は起こりません。FSEが扱うサーベイメータの原理の違いの核心です。"
"2025年（令和7年）10月公表分","エックス線の測定に関する知識","問23","放射線検出器と関係の深い用語の組合せで、正しいものはどれか。","（１）比例計数管：窒息現象（２）フリッケ線量計：充電（３）GM計数管：グロー曲線（４）シンチレーション：空乏層（５）半導体検出器：固体電離箱","（５）","正解は（５）。半導体検出器は、電離箱の気体を固体（半導体）に替えたものとみなせるため「固体電離箱」と呼ばれます。【補足】（１）窒息はGM管。（３）グロー曲線はTLD。（４）空乏層は半導体検出器。CE国試の「放射線計測」の定番比較です。"
"2025年（令和7年）10月公表分","エックス線の測定に関する知識","問24","NaI（Tl）シンチレーション検出器に関する記述で、誤っているものはどれか。","（１）ヨウ化ナトリウムにタリウムを添加。（２）入射で可視光を放射。（３）光は光電面で電子に変換・増倍。（４）出力パルス波高は線量率に比例。（５）高圧電源を安定化する必要がある。","（４）","正解は（４）。出力パルス波高は「入射エックス線のエネルギー」に比例します（比例計数管やシンチレーションの特徴）。「線量率」に比例するのは電流（積算値）です。FSEとして、波高分析（エネルギー判別）ができる理由を理解しておきましょう。"
"2025年（令和7年）10月公表分","エックス線の測定に関する知識","問25","サーベイメータの組合せで、適切でないものはどれか。","（１）0.1uSv/h：NaI(Tl)シンチ（２）多湿・100uSv/h：GM計数管（３）50mSv/h・散乱線多：GM計数管（４）100keV・10uSv/h：半導体式（５）300keV・10mSv/h：電離箱式","（３）","正解は（３）。50mSv/hという高線量率では、GM計数管は不感時間による数え落としや窒息現象を起こすため不適切です。高線量率や散乱線測定には「電離箱式」が最適です。FSEとして現場に持ち込むサーベイメータを選ぶ際の基本判断です。"
"2025年（令和7年）10月公表分","エックス線の測定に関する知識","問26","蛍光ガラス線量計（RPLD）に関する記述で、正しいものはどれか。","（１）輝尽性蛍光を利用。（２）読み取りで情報が消える。（３）素子の感度ばらつき、フェーディングが極めて小さい。（４）測定範囲がTLDより狭い。（５）アニーリングはできない。","（３）","正解は（３）。蛍光ガラス線量計は熱や光に強く、安定性が高いのが特徴です。【補足】（１）ラジオフォトルミネセンス(RPL)を利用。（２）読み取っても情報が消えず、再読取りが可能です。（５）加熱（アニーリング）により初期化して再利用可能です。"
"2025年（令和7年）10月公表分","エックス線の測定に関する知識","問27","被ばく線量の算定に関する記述で誤っている組合せは。A:実効線量は1cmと70umから算定 B:皮膚は70umで算定 C:水晶体は1cm,3mm,70umから選択 D:妊娠中腹部は70umで算定","（１）A,B|（２）A,C|（３）A,D|（４）B,C|（５）B,D","（３）","正解は（３）。[A]実効線量は「1cm線量当量」で算定します。[D]妊娠中の腹部表面は「1cm線量当量」で算定します。70um（皮膚表面）ではありません。CEとして胎児防護の深さをイメージすれば1cm（深部）であるとわかります。"
"2025年（令和7年）10月公表分","エックス線の測定に関する知識","問28","放射線測定用語に関する記述で、正しいものはどれか。","（１）シリコンのε値は約3.6eV。（２）プラトー領域で一次電離に比例したパルスが得られる。（３）W値は放射線エネルギーに応じて変化する。（４）弁別レベルまで回復する時間を回復時間という。（５）指示のゆらぎをフェーディングという。","（１）","正解は（１）。半導体のε値=3.6eVは基本定数です。【補足】（２）プラトー（GM管領域）では増幅率が最大で飽和しており、一次電離（エネルギー）に比例しません。（３）W値はほぼ一定です。（５）ゆらぎは「統計的変動」、フェーディングは「潜像退行」です。"
"2025年（令和7年）10月公表分","エックス線の測定に関する知識","問29","時定数2秒、指示値100cpsのとき、相対標準偏差はいくらか。式：$\sigma = \sqrt{n/2T}$","（１）1％|（２）2％|（３）3％|（４）5％|（５）10％","（４）","正解は（４）。$\sigma = \sqrt{100 / (2 \times 2)} = \sqrt{25} = 5$。相対標準偏差は $\sigma / n = 5 / 100 = 5\%$。線量率計の針がゆれている時、どれくらい信用できるかというFSEの実務感覚に直結する計算です。"
"2025年（令和7年）10月公表分","エックス線の測定に関する知識","問30","180keVのエックス線。フルスケール10uSvまで100秒。校正定数：120keVで0.85、250keVで0.98。線量率を求めよ。","（１）310uSv/h|（２）330uSv/h|（３）360uSv/h|（４）400uSv/h|（５）450uSv/h","（２）","正解は（２）。まず指示値 = $10 / 100 \times 3600 = 360uSv/h$。180keVの校正定数を線形補完で求める：$0.85 + (0.98-0.85) \times (180-120)/(250-120) \approx 0.91$。真値 = $360 \times 0.91 \approx 327.6$。よって330uSv/h。FSEが校正証明書を見て実測値を補正する現場作業そのものです。"
"2025年（令和7年）10月公表分","エックス線の生体に与える影響に関する知識","問31","放射線によるDNA損傷と修復に関する記述で、正しいものはどれか。","（１）間接電離で塩基損傷は生じない。（２）1本鎖切断が細胞死に深く関連。（３）塩基損傷修復機能はない。（４）非相同末端結合修復は切断端を直接結合。（５）2本鎖切断は1本鎖より容易に修復される。","（４）","正解は（４）。非相同末端結合は強引に繋ぐため、修復ミス（突然変異）が起きやすいのが特徴です。【補足】（１）間接電離（ラジカル）でも塩基損傷は起きます。（２）（５）2本鎖切断の方が重篤で修復困難。CE国試の「放射線生物」の基礎です。"
"2025年（令和7年）10月公表分","エックス線の生体に与える影響に関する知識","問32","組織・器官を放射線感受性の高い順に並べたものはどれか。A:皮脂腺 B:甲状腺 C:神経組織","（１）A,B,C|（２）A,C,B|（３）B,A,C|（４）B,C,A|（５）C,A,B","（１）","正解は（１）。感受性は 皮脂腺（皮膚・高い）＞甲状腺（中間）＞神経組織（永久細胞・低い）の順です。ベルゴニー・トリボンドーの法則を適用すれば、分化が進んだ神経が最後に来ることが容易にわかります。"
"2025年（令和7年）10月公表分","エックス線の生体に与える影響に関する知識","問33","放射線の生体影響に関する記述で、正しいものはどれか。","（１）線量率を低くすると、生物効果は小さくなる。（２）全致死線量は半致死の2倍。（３）半致死線量は100%死亡線量の半分。（４）RBEは生存率の比。（５）エックス線は高LET放射線。","（１）","正解は（１）。同じ線量でも、ゆっくり（低線量率で）照射した方が細胞の修復が追いつくため、ダメージ（効果）は小さくなります（線量率効果）。【補足】（４）同一の効果を与える「線量の比」です。（５）X線は「低LET」放射線です。"
"2025年（令和7年）10月公表分","エックス線の生体に与える影響に関する知識","問34","一時に全身照射を受けた場合の早期影響で、誤っているものはどれか。","（１）1～2Gyで放射線宿酔。（２）造血器官障害死は消化器官障害死より期間が長い。（３）3～5Gy死は造血器官障害が主因。（４）消化器官障害死は5～20日程度。（５）5～10Gy死は中枢神経系障害が主因。","（５）","正解は（５）。5〜10Gyの死因は「消化管（腸）死」です。中枢神経死には数10Gy以上の超高線量が必要です。CEとしてIVR中の高線量被ばく（皮膚障害等）のレベル感と対比して覚えましょう。"
"2025年（令和7年）10月公表分","エックス線の生体に与える影響に関する知識","問35","エックス線の直接作用と間接作用に関する記述で、誤っているものはどれか。","（１）二次電子が直接分子を壊すのが直接作用。（２）二次電子が水からラジカルを作るのが間接作用。（３）低温下では直接作用は減少するが間接作用は不変。（４）SH基による軽減は間接作用で説明。（５）希釈効果は間接作用で説明。","（３）","正解は（３）。低温下（凍結状態）では、水分子のラジカルが移動しにくくなるため、「間接作用」による効果が劇的に減少します。直接作用は物理的な現象なので温度の影響をあまり受けません。3は説明が逆です。"
"2025年（令和7年）10月公表分","エックス線の生体に与える影響に関する知識","問36","生物効果比（RBE）に関する正しい組合せは。B:線量率等の条件で異なる。 D:LET 100keV/um付近で最大。","（１）A,B|（２）A,C|（３）B,C|（４）B,D|（５）C,D","（４）","正解は（４）。BとDはRBEの正しい特性です。【補足】（A）基準放射線は通常「250kVエックス線」や「Co-60ガンマ線」です。（C）X線は低LETなので、中性子線等と比較すればRBEは「1」に近いです（高LET放射線のほうがRBE大）。"
"2025年（令和7年）10月公表分","エックス線の生体に与える影響に関する知識","問37","被ばくによる末梢血液中の血球変化に関する記述で、誤っているものはどれか。","（１）白血球の減少は止血機能低下を招く。（２）250mGy程度から減少が認められる。（３）リンパ球は直後から減少する。（４）リンパ球以外は直後に一時的増加がある。（５）最も遅く減少が現れるのは赤血球。","（１）","正解は（１）。止血機能の低下を招くのは「血小板」の減少です。白血球（好中球）の減少は「免疫・感染抵抗力」の低下を招きます。CE国試の「血液生理学」の基礎知識で十分対応可能です。"
"2025年（令和7年）10月公表分","エックス線の生体に与える影響に関する知識","問38","放射線皮膚炎の症状に関する正しい組合せは。B:3Gyで紅斑・一時脱毛 D:25Gyで潰瘍。","（１）A,B|（２）A,C|（３）B,C|（４）B,D|（５）C,D","（４）","正解は（４）。皮膚症状の線量目安として、[B]3Gyで紅斑、[D]20〜25Gyで難治性潰瘍となるのは正しいです。【補足】（A）0.2Gyでは症状は出ません。（C）5Gyでは永続的ではなく一時的脱毛が主です。IVR（透視）の長時間使用リスクとしてFSE/CEが意識する数値です。"
"2025年（令和7年）10月公表分","エックス線の生体に与える影響に関する知識","問39","発症にしきい線量が存在するもの（確定的影響）の組合せは。B:不妊 C:皮膚炎 D:胎児奇形","（１）A,B,D|（２）A,C|（３）A,D|（４）B,C|（５）B,C,D","（５）","正解は（５）。しきい値がある（＝確定的影響）のは不妊、皮膚炎、胎児奇形（催奇形性）、白内障です。Aの白血病は「確率的影響」であり、しきい値はないと考えられています。足切り対策として絶対に間違えられない区別です。"
"2025年（令和7年）10月公表分","エックス線の生体に与える影響に関する知識","問40","放射線による遺伝的影響等に関する正しい組合せは。A:遺伝子突然変異と染色体異常がある B:逆位,転座は染色体異常 C:生殖腺被ばくは身体的影響もある。","（１）A,B|（２）A,B,C|（３）A,C|（４）B,C,D|（５）B,D","（２）","正解は（２）。A,B,Cはすべて正しいです。【補足】（D）倍加線量は、突然変異を2倍にする線量で、ヒトでは「1.5〜2.0Gy」程度と推定されています。0.05Gyでは小さすぎます。Cの生殖腺被ばく（不妊）は本人に現れる「身体的（確定的）影響」です。"
